,Address,Beds,Baths,Price,Sqft,Sqft_lot,Description,Street,District,City,State,Zip Code
315,"400 Blackson Ave #1, Austin, TX 78752",3.0,2.5,619000.0,1657.0,,"Discover your perfect sanctuary nestled in the vibrant heart of North Central Austin! This stunning new construction boasts three bedrooms, two and a half bathrooms, and luxury vinyl plank flooring throughout. The airy, open kitchen showcases modern fixtures and quartz countertops, seamlessly flowing into the dining and living areas, perfect for entertaining. Upstairs, the primary suite offers a walk-in closet, double-vanity, walk-in shower, and additional quartz countertops, exuding luxury and comfort. Conveniently situated just a block from I-35, you're only minutes from downtown, the Domain, and major employers. With nearby restaurants, shopping centers, and amenities, this property offe",400 Blackson Ave #1,Austin,Austin,TX,78752
316,"11817 Buzz Schneider Ln, Austin, TX 78748",5.0,2.5,449900.0,2202.0,,"Discover the charm of this inviting home in South Austin! With five spacious bedrooms and a bonus living room upstairs, there's plenty of room for everyone. The kitchen features granite counters, stainless steel appliances, a breakfast bar, and lots of cabinet space. Enjoy the convenience of a bedroom or office on the main level. Outside, relax on the covered back patio in the private, fully-fenced backyard with lovely views of the woods. Freshly painted and conveniently located near Brodie Ln and Manchaca Rd, this home offers easy access to restaurants, bars, shops, and more. Don't miss out on this fantastic opportunity to make this cozy house your own!",11817 Buzz Schneider Ln,Austin,Austin,TX,78748
317,"7728 Portland Trl, Austin, TX 78729",3.0,2.0,399900.0,1327.0,,"Welcome to this charming 3-bedroom, 2-bathroom abode nestled in a serene neighborhood. Step inside to discover a cozy galley kitchen with a dining area boasting a bay window, perfect for enjoying morning coffee or intimate meals. The focal point of the living room is a welcoming fireplace, ideal for chilly evenings. This home boasts several recent upgrades for enhanced comfort and efficiency. In 2019, the insulation was replaced, along with new toilets, bathroom fixtures, and ceiling fans. The year 2020 saw the installation of a two-stage central AC system (Trane XR17) and furnace (Trane XV80), ensuring optimal climate control year-round. In 2021, a large front window was replaced with insu",7728 Portland Trl,Austin,Austin,TX,78729
318,"Undisclosed address, Austin, TX 78750",3.0,2.5,925000.0,2456.0,12196.800000000001,"Welcome to Berrycone Modern, a 3 bedroom, 2.5 home nestled on a cul-de-sac in desirable Jester Estates. Upon entering this recently updated home, you are greeted with an open floor plan and a wall of windows on the back of the home allowing abundant natural light throughout. An office to the right offers built-ins, shutters and French doors. A formal dining room rests at the front of the home for intimate dinners and gatherings. The living room is adorned with a fireplace for cozy nights in. The updated kitchen includes new appliances, countertops and lighting. A breakfast area would be perfect for a bench seating table and chairs. Enjoy views of the enclosed patio from the primary bedroom.",Undisclosed address,Austin,Austin,TX,78750
319,"3521 Savoy Ct, Austin, TX 78738",4.0,2.0,699900.0,2584.0,12196.800000000001,"Welcome to your dream home in the heart of Austin, Texas! This charming 4-bedroom, 2-bathroom abode boasts a perfect blend of comfort and style. As you step inside, you're greeted by the timeless elegance of wood and tile flooring that flows seamlessly throughout the living areas. The spacious kitchen is a chef's delight, featuring modern appliances and ample counter space. Enjoy meals in both the formal dining room and the cozy breakfast nook, perfect for intimate gatherings or casual family dinners. The living room is a focal point of the home, with its inviting atmosphere enhanced by high ceilings, a cozy fireplace, and stunning built-in shelves. Natural light pours in through the large ",3521 Savoy Ct,Austin,Austin,TX,78738
320,"1208 Fairwood Rd, Austin, TX 78722",3.0,2.0,973210.0,1719.0,,"Step into the charm of East Austin with this inviting 1940s cottage, transformed into the boho house of your dreams! Located just 2 miles from the UT campus and 2.5 miles from downtown Austin, this home is perfectly situated for urban living. Walk to Mueller, where you'll find an array of bars, restaurants, and even a unique HEB with an outdoor bar and live music. Nearby amenities include Dell Children's Hospital, major retailers like Home Depot and Best Buy, Alamo Drafthouse Cinemas, and a vibrant Farmer's Market. Enjoy the convenience of Patterson Park across the Airport, offering tennis courts, playgrounds, fields, and a city pool. Relax on the front porch while listening to the waterfal",1208 Fairwood Rd,Austin,Austin,TX,78722
321,"4520 Felicity Ln, Austin, TX 78725",3.0,2.0,250000.0,1390.0,,"Sweet condo with an open floor plan in the common areas and the private bedroom are spacious. Lots of daylight backyard, deck, storage and dedicated parking",4520 Felicity Ln,Austin,Austin,TX,78725
322,"3610 Alexandria Dr, Austin, TX 78749",3.0,2.5,575000.0,1568.0,,"Beautifully updated home in walkable, South Austin neighborhood. This 3 bedroom 2 and half bathroom home features an open floor plan with tons of natural light, 2 car garage, fenced in backyard, dedicated laundry room + workspace and brand new roof. The living space is anchored by a refinished fireplace and opens into the dining space and kitchen with additional countertop seating. A glass slider leads into an oversized, freshly seeded backyard ready for the owner's touches. A half powder and built in beverage station with stainless steel beverage fridge complete the first level. Don't miss the bonus 100+ sf conditioned laundry room and work space through the garage. Upstairs are 3 generous",3610 Alexandria Dr,Austin,Austin,TX,78749
323,"4505 Aqua Verde Dr, Austin, TX 78746",3.0,2.0,1795000.0,1611.0,10454.4,"Wonderfully Updated Westlake Home. Located in the serene neighborhood of Westlake is a charming home that effortlessly blends modern upgrades with timeless character. This beautifully updated residence boasts three spacious bedrooms and two elegant bathrooms, offering both comfort and style. The open living room and kitchen create an inviting space perfect for both relaxation and entertaining. The Saltillo tile flooring adds a touch of rustic charm, while the vaulted ceilings enhance the sense of spaciousness and light. The kitchen is a true highlight, featuring sleek stainless-steel appliances that cater to both everyday meals and gourmet cooking. The charming breakfast nook is an ideal sp",4505 Aqua Verde Dr,Austin,Austin,TX,78746
324,"13400 Briarwick Dr #1001, Austin, TX 78729",4.0,2.5,452000.0,1981.0,,"- 2-story upscale townhome located in north Austin near Domain / Apple Campus. - Looks like a new property with stone and stucco exterior. Corner unit with lots of natural light, beautiful back yard, and a lot of parking lots behind the fenced back yard. This community is peaceful, has lots of trees and grasses, and well maintained. HOA takes care of the back and front yard. - 4 bedroom unit with master  &amp;  laundry on the main level. Master bath has large shower, walk-in closet, and double vanity. - 3 spacious bedroom  &amp;  second living room upstairs. - Parmer Village community has 2 pools and a playground.",13400 Briarwick Dr #1001,Austin,Austin,TX,78729
325,"11921 Tanglebriar Trl, Austin, TX 78750",3.0,2.0,469900.0,1809.0,11325.6,"This beautifully updated home in the sought-after Village of Anderson Mill is close to Purple Sage Elementary. Fresh exterior paint from Spring 2023 enhances curb appeal. Situated on a spacious corner lot with a large backyard, this home offers an extra room for dining, a study, or a game room. The generous living area features a wood-burning fireplace, vaulted ceilings, and a ceiling fan, seamlessly connected to the dining/kitchen area. The kitchen boasts granite countertops, stainless steel appliances, a pantry, and is conveniently located next to the indoor utility room. The primary bedroom includes an extended sitting or desk area, with the main bathroom featuring two closets, newly ins",11921 Tanglebriar Trl,Austin,Austin,TX,78750
326,"1121 Reagan Ter, Austin, TX 78704",2.0,1.0,725000.0,824.0,,"Located in the heart of Travis Heights, this charming property features 2 bedrooms and 1 bath, hardwood floors, a 1 car garage and towering oaks. The home is complemented by a picturesque, storybook-like backyard that evokes a fairyland atmosphere. It was recognized by the Austin Xeriscape Program in 1997, highlighting its sustainable and beautiful landscaping. A rainwater collection system is in place as well as a composting station. Enjoy your morning coffee on the front porch swing or a glass of evening wine on the back patio. Situated conveniently close to I-35, downtown and South Congress, this residence is situated on . 19 acres with an intriguing network of flagstone sidewalks throug",1121 Reagan Ter,Austin,Austin,TX,78704
327,"8200 Neely Dr #224, Austin, TX 78759",2.0,2.0,399000.0,1203.0,,"Located in the heart of NW Hills, this attractive condo in Neely's Canyon makes the perfect spot for single person or couple. It could also be a lock and leave for the UT game weekends. Freshly painted with accent walls, this end unit is ready to go. Two bedrooms and 2 baths allowing the owner to choose upstair or downstairs primary bedroom. The light and bright dining area off the kitchen makes an elegant spot for entertaining guests for dinner. Enjoy the view and relax on the tree shaded and covered patio. One covered parking spaces are right out the front door. Walking distance to grocery store, dining, and shopping. Easy access to Loop 360 and Mopac which means The Domain and The Arbore",8200 Neely Dr #224,Austin,Austin,TX,78759
328,"5809 Toscana Ave, Austin, TX 78724",3.0,3.0,545000.0,1718.0,,"Located in an aesthetically pleasing and ultra modern neighborhood, 5809 Toscana Ave in the Agave community in East Austin is an eye catcher with many recent upgrades. Multiple large picture windows allow for plenty of natural light to flow throughout the home's open, airy layout and highlight the open concept kitchen and living area . Beautiful waterproof oak colored flooring throughout. Adorned with: quartz countertops, built in cabinet pantry , rattan chandeliers, and a large island with breakfast bar, this stylish kitchen is great for entertaining. The extra high ceilings on the first floor are just one of the many bonuses. The primary bedroom boasts a covered balcony with an astonishin",5809 Toscana Ave,Austin,Austin,TX,78724
329,"301 West Ave #1509, Austin, TX 78701",2.0,2.0,1195000.0,1106.0,,"Spacious west-facing unit defined by simple elegance. Floor-to-ceiling windows frame expansive views. Private balcony. Wood flooring throughout living areas. Stainless Bosch appliances  &amp;  Samsung refrigerator. Samsung stackable washer+dryer. Master walk-in closet with built-in shelving  &amp;  drawers. Automatic shades. Built-in speakers. Two reserved parking spaces (one w/ urban storage unit). The INDEPENDENT, completed in 2019, is a distinctive architectural presence that rises 688 feet above the Austin downtown skyline. Designed by Rhode Partners, an award-winning Austin architecture firm, this 58-story skyscraper&rsquo;s 363 residences are arranged in four cuboid tiers. With the ap",301 West Ave #1509,Austin,Austin,TX,78701
330,"2003 Mimosa Dr, Austin, TX 78745",3.0,2.0,605000.0,2162.0,16117.199999999999,"2003 Mimosa Drive is situated in the desirable Mimosa Manor neighborhood and is just a short drive away from downtown Austin. Captivating Mid-Century Gem with Endless Potential. Nestled in the heart of South Austin, this 3 bedroom, 2 bath vintage mid-century home has timeless charm and offers you and your architect an amazing opportunity. This property is a blank canvas awaiting your vision. Original design features include both pink AND blue bathroom tile and period light fixtures. Spacious bedrooms, an eat in kitchen plus a formal dining room, family room, a HUGE great room and large fireplace round out this gem. Large lot with huge front and back yards and room for a pool or entertaining",2003 Mimosa Dr,Austin,Austin,TX,78745
331,"11100 Boundless Valley Dr, Austin, TX 78754",3.0,2.0,365000.0,1565.0,,"78754 GEM - Move-in Ready - Just updated-vinyl plank flooring and hard tile throughout, no carpet, fresh paint, stainless microwave and range, commodes and shower heads in both bathrooms, roof replaced 2023. Private backyard, no home right behind. Spacious MIL floorplan, kitchen opens to dining  &amp;  living. Ceiling fans+good size walk-in closets. Tons of storage. Sprinkler system. Covered front porch or back patio. Sought after neighborhood, convenient location and elementary school in subdivision. Minutes to Samsung, Domain, Parmer, IH35, tech corridor, UT and downtown. Community Pool, park, playground.",11100 Boundless Valley Dr,Austin,Austin,TX,78754
332,"15105 N Flamingo Dr, Austin, TX 78734",3.0,2.5,599999.0,2270.0,12196.800000000001,"Fantastic 2 story house in Cardinal Hills with many recent updates and Lakeway School District!!! The covered front porch leads to a huge open living and dining with coffered ceiling and hardwood floors, stainless steel appliances and granite in kitchen overlooking fenced backyard with deck. Master suite on 1st floor with walk-in shower, 3 custom vanities  &amp;  walk-in closet. Separated bedrooms up stairs with hall bath and jetted tub. Attic space for storage. Huge media/game room over garage. Close to Lake Travis, Lake Austin and the Hill Country Galleria",15105 N Flamingo Dr,Austin,Austin,TX,78734
333,"6639 Ruxton Ln, Austin, TX 78749",4.0,2.0,615000.0,1754.0,,Welcome home!  Meticulously maintained 1-story home in highly desired Circle C neighborhood,6639 Ruxton Ln,Austin,Austin,TX,78749
334,"6604 Marble Creek Loop, Austin, TX 78747",4.0,2.5,429900.0,2711.0,,"Updated 4-bedroom 2.5-bathroom home with huge fenced backyard. Upgraded appliances and granite in the kitchen with tons of storage and pantry space. Massive primary bedroom with recently renovated primary bath including dual vanity, free-standing soaking tub, and separate shower. Huge closets. New carpet in 2024. New master bathroom in 2024. New AC in 2019. Paid-off Solar Panels mean low utility bills. HOA has a pool and is the process of building a large park with sport courts.",6604 Marble Creek Loop,Austin,Austin,TX,78747
335,"2450 Wickersham Ln #1921, Austin, TX 78741",1.0,1.0,399000.0,749.0,,"This Socoplan is one of the most affordable new condo unit in all of the 78741 area at $399,000. Here, you have the chance to purchase a brand-new condo in an already-established area that was completed years ago. With gated access, a pool, and common areas in place, you can be the first to pick during this pre-sale period. Experience a home that harmonizes with the environment at The Reserve at Chamonix, and be the first to live in these new units. Our commitment to sustainability means your home is not just a space but a statement. Embrace energy efficiency with cutting-edge design, ensuring a living space that aligns with the future. From energy-efficient appliances to thoughtfully desig",2450 Wickersham Ln #1921,Austin,Austin,TX,78741
336,"3001 Cedar St Unit A309, Austin, TX 78705",1.0,1.0,295000.0,685.0,,"Turn key investment property is four minutes to the University of Texas. One bedroom + 2nd Bedroom(or office) condo located in the north campus area is a third floor unit with partial view of the UT Tower. Spacious layout, all premium appliances , cherry cabinets and granite kitchen and vanity tops. Shared bath with separate-room granite vanities. Secured private reserved garage parking, high ceilings, fireplace, and balcony overlooking courtyard. German made laminated floor in bed and living room. Tile floors for kitchen and bath. Building security system with gated entrances.",3001 Cedar St Unit A309,Austin,Austin,TX,78705
337,"13909 Yellow Bell Bnd #1, Austin, TX 78738",3.0,2.0,650000.0,1707.0,,"Welcome to Morningstar Residential Condominiums!    This charming, freshly painted interior, 3-bedroom, 2-bathroom, single-story condo with new carpet offers the perfect lock-and-leave lifestyle in a serene community. Featuring an open floor plan, this home is designed for both comfort and convenience. The spacious primary suite boasts a large shower and dual vanities, providing a luxurious retreat. The kitchen comes equipped with a refrigerator, while a washer and dryer are also included, making this home move-in ready. Enjoy the outdoors on your side patio, perfect for morning coffee or evening relaxation. Morningstar offers an array of amenities, including a community pool for those hot ",13909 Yellow Bell Bnd #1,Austin,Austin,TX,78738
338,"9822 Briar Ridge Dr, Austin, TX 78748",3.0,2.0,540000.0,1511.0,,"Welcome to 9822 Briar Ridge, where modern elegance meets comfort in South Austin's coveted Tanglewood Forest. This beautifully renovated 3-bedroom, 2-bathroom home invites you in with its open floor plan and sleek modern finishes throughout. The kitchen is a true centerpiece, equipped with quartz countertops, new cabinets, stainless steel appliances, a vent hood, breakfast bar, and a charming coffee bar. The living room, with its cozy fireplace, is designed for memorable gatherings and serene evenings. The expansive backyard, framed by mature trees, features a large deck ideal for entertaining or unwinding. The primary bathroom exudes luxury with dual vanities, a modern shower, and ample st",9822 Briar Ridge Dr,Austin,Austin,TX,78748
339,"10404 Doering Ln, Austin, TX 78750",4.0,2.5,599900.0,2626.0,12196.800000000001,"Welcome to this charming 4-bedroom, 2.5-bath home located in the desirable Anderson Mill neighborhood of Austin, TX! This beautiful home offers fantastic curb appeal and a prime location within the highly sought-after Westwood High School district. *  * Key Features: *  *   -  *  * New Roof: *  *  Installed in August 2023  -  *  * Fresh Paint: *  *  Newly painted interior for a modern, updated look  -  *  * Converted Garage: *  *  Transformed into a versatile bonus room, perfect for a home office, gym, or additional living space  -  *  * Upgraded HVAC: *  *  Mini-split AC units added to all upstairs bedrooms in July 2019, ensuring comfort throughout the year - Inside and outside main units ",10404 Doering Ln,Austin,Austin,TX,78750
340,"318 Meadow Lea Dr, Austin, TX 78745",3.0,2.0,450000.0,1321.0,,"This stunning 3 bedroom, 2 bathroom home is located in the heart of South Austin and was recently renovated with modern upgrades throughout. Featuring easy to maintain wood-look herringbone tile and big sliding windows framing the backyard, the open living space is bright and inviting with abundant natural light and space for entertaining. The fireplace is wood burning with a stone surround and oversized hearth for extra seating. The kitchen boasts quartz counters, stainless steel appliances, open shelving, generous cabinet space, and a large pantry. The primary suite is spacious, easily fitting a king sized bed with room to spare, and includes a walk-in closet and en-suite bathroom. The se",318 Meadow Lea Dr,Austin,Austin,TX,78745
341,"3003 Parker Ln, Austin, TX 78741",4.0,4.0,625000.0,2312.0,,"Nicely upgraded quadruplex located near Central East Austin. All units have been updated with new doors, granite countertops, new vanities, and appliances. This is an awesome opportunity to own a one story 4 plex in a charming part of Austin. Only minutes away from all that Austin has to offer. Down the street is Mabel Davis District Park. 10 minutes to Downtown, 8 min to ABIA, and a straight drive down Parker Lane to Lady Bird Lake. Across the street is a high frequency Capital Metro bus route. Hop on Hwy. 71 or IH-35 to get you anywhere you need to go. This 4 Plex has so much potential!! All units are occupied and producing great rental incomes.",3003 Parker Ln,Austin,Austin,TX,78741
496,"1120 Gillespie Pl #2, Austin, TX 78704",2.0,1.0,799000.0,925.0,,"Nestled in the heart of Travis Heights, this updated mid-century style 2 bed, 1 bath home offers bright and spacious living space with a backyard that is the definition of Austin living. With a 925 SF main house and a 120 SF detached studio (not included in home square footage), you&rsquo;ll have flexibility for guest space, home office, or a creative studio. As you walk in the front door, the open layout with high, beamed ceilings and abundance of natural light make the space feel large. The kitchen is equipped with stainless steel appliances, a breakfast bar, and custom shelves for ample storage, all overlooking the amazing backyard. The unexpected oversized yard is fully fenced and tree ",1120 Gillespie Pl #2,Austin,Austin,TX,78704
497,"4105 Richland St #1, Austin, TX 78745",2.0,2.5,525000.0,848.0,,"Beautiful 2 bed, 2.5 bath home in South Austin, minutes from shopping, dining, and entertainment on South Congress and South Lamar. Built in 2020, this home offers high-quality craftsmanship and finishes. Upon entry, the main floor opens up into an open-concept living, kitchen, and dining featuring wood floors, modern fixtures, and an abundance of natural light. The kitchen is well-equipped with a center island, quartz countertops, tile backsplash, and stainless steel appliances including a gas range. Upstairs the primary suite features an ensuite bath with spa-like glass-framed walk-in shower. The secondary bedroom also features an ensuite bath, making it the perfect private space for gues",4105 Richland St #1,Austin,Austin,TX,78745
498,"3806 Southridge Dr #7, Austin, TX 78704",1.0,1.0,370000.0,938.0,,"Welcome to your dream condo at 3806 Southridge Dr, located in the vibrant 78704 area. This beautiful property offers:    Prime Location: Situated in Austin's most sought-after zip code, 78704, known for its lively nightlife and diverse dining options. Modern Living: Enjoy contemporary features and finishes throughout the condo, designed for both style and functionality. Outdoor Oasis: Relax in the serene backyard space, perfect for unwinding after a long day. Low HOA Fees: Benefit from low monthly HOA fees, making this an affordable and attractive option. Fully Equipped: All appliances are included, ensuring a seamless move-in experience. Airbnb Potential: Ideal for short-term rentals, offe",3806 Southridge Dr #7,Austin,Austin,TX,78704
499,"14301 Frankel Loop Unit 17A, Pflugerville, TX 78660",2.0,2.5,320000.0,1485.0,,"*  * LENDER INCENTIVE *  *  QUALIFIES FOR $0 DOWN PROGRAM THROUGH SOUTH STAR MORTGAGE. SEE ATTACHED FLYER FOR MORE DETAILS. Welcome to this stunning townhome located in the highly sought-after Fort Dessau, a historic sub-community blending the charm of the past with modern conveniences. Built by D. R. Horton, this 2-bedroom, 2.5-bath gem features a spacious loft and boasts an open floor plan and high ceilings throughout. Nestled on a spacious corner lot, this property offers an expansive back and side yard perfect for entertaining, gardening, or simply enjoying the outdoors. Don't miss out on this incredible opportunity to own a home with ample space both inside and out and is situated in o",14301 Frankel Loop Unit 17A,Pflugerville,Pflugerville,TX,78660
500,"909 Cannoneer Ln, Austin, TX 78757",3.0,2.5,700000.0,1840.0,,"Fantastic detached home in the coveted Crestview Station neighborhood. Ride the commuter train downtown from your neighborhood! The neighborhood also features the Crestview park and pond as well as easy access to some local favorites like Kura revolving sushi bar, Stiles Switch BBQ and Dan's Hamburgers. You will love the location and neighborhood. The home features both front and rear covered porches. Inside you will find vaulted beamed ceilings and an open floor plan. Gourmet kitchen with quartz counter tops and wood floors. Office/4th bedroom on the main floor. Upstairs you will find two large secondary bedrooms and owners suite. Owners bath features a walk in shower, dual vanity and larg",909 Cannoneer Ln,Austin,Austin,TX,78757
501,"2217 Onion Creek Pkwy #114, Austin, TX 78747",3.0,2.5,355000.0,2016.0,,"Spacious three bedroom condo is Onion Creek Neighborhood. First floor master has large master with walk in closet, ual vanities and sliding door to back deck and private, fenced. courtyard garden. First floor also has large coat closet and guest half bath. Large living area with fireplace and dining room. Spacious kitchen with eat in area and large pantry. Enjoy looking out over the golf course from this bright end unit. Two car garage and ample neighborhood parking. Community has own pool with lots of shade to enjoy.",2217 Onion Creek Pkwy #114,Austin,Austin,TX,78747
502,"5719 Link Ave, Austin, TX 78752",2.0,2.0,589999.0,1591.0,,"Unlock the potential of 5719 Link Ave&mdash;a bright and spacious 2-bedroom home nestled in the highly desirable Highland Terrace neighborhood. This charming residence features a bonus space that can be easily converted into a third bedroom, making it a perfect fit for growing families or those seeking additional space. With a bit of effort, this home can be customized to your liking, making it ideal for both investors and owner-occupants. Inside you'll discover an expansive owner's retreat, complete with a walk-in closet, a walk-in shower, and windows that provide serene views of the pool. French doors lead from the bedroom to the back patio, creating a seamless indoor-outdoor living exper",5719 Link Ave,Austin,Austin,TX,78752
503,"3602 S 2nd St, Austin, TX 78704",3.0,2.5,930000.0,1766.0,,"See video tour! Offered fully furnished! This beautifully renovated single-family home on a sizable corner lot offers a total area of 1766 square feet. The home comprises a 3-bedroom, 2.5-bathroom open-concept layout spanning 1482 square feet, complemented by an additional 284-square-foot flex space up in the tree canopy adjacent to the kitchen. Upon entering, the home welcomes you with abundant natural light, high ceilings, and solid hardwood flooring throughout. Some upgrades include: full Kitchen Aid appliances, quartz counter tops, remodeled bathrooms, designer finishes and accents, roof in 2016, AC in 2018, water heater in 2017, fully cased windows, crown molding, touched up and totall",3602 S 2nd St,Austin,Austin,TX,78704
504,"6009 Berriweather Dr, Austin, TX 78724",5.0,3.0,400000.0,2733.0,,"Welcome to 6009 Berriweather, a beautiful single-family home in the desirable Tiermo subdivision of Austin, TX. Built in 2021 by DR Horton, this spacious 2,733 square foot residence offers modern living with a touch of elegance. This stunning property features five bedrooms and three bathrooms, providing ample room for family and guests. Two bedrooms are conveniently located on the main floor, while three additional bedrooms upstairs ensure privacy and comfort. The large open floor plan on the main level is perfect for entertaining, with a seamless flow between the living room, dining area, and modern kitchen. The kitchen boasts high-end finishes, ample counter space, and a center island th",6009 Berriweather Dr,Austin,Austin,TX,78724
505,"5921 Hiline Rd #2402, Austin, TX 78734",3.0,2.0,714000.0,1379.0,,"Rare opportunity to own one of the best views at the Waterfall on Lake Travis Condos! Designed by Cornerstone Architects, this popular 3 bedroom Angel Falls residence on the 4th floor at the Waterfall Condos on Lake Travis is available now! Located just steps from the south shore of Lake Travis, this modern, efficient, lock and leave condo features floor-to-ceiling windows, wood floors in main area and primary bedroom, high ceilings, ceiling fans, luxury finishes throughout, gourmet kitchen with island, quartz counters, and stainless appliances. Sliding glass doors open to a large balcony overlooking a 14 acre park with walking trails, Lake Travis, marinas, and the hill country. Enjoy secur",5921 Hiline Rd #2402,Austin,Austin,TX,78734
506,"3502 Red River St, Austin, TX 78705",4.0,3.0,1375000.0,3168.0,,"Recently updated high end condo in private enclave of only 4 homes. Awesome location near University of Texas, Dell Medical School, and downtown. Situated just north of the campus, the property affords proximity to downtown dining/entertainment/shopping, but a quieter setting due to its setting among large property single family homes. Perfectly manicured/abundant landscaping  &amp;  private brick-paved driveway highlight the entrance to a spectacular setting. There are 4 bedrooms and 3 full bathrooms, including a full suite on the lower level that could be used as a second main area. Hardwood floors, quartz  &amp;  granite counters, high end appliances, large rooms, high ceilings, Nest tec",3502 Red River St,Austin,Austin,TX,78705
507,"11001 Short Springs Dr, Austin, TX 78754",5.0,3.0,425000.0,2569.0,,"Located on a prime corner, cul-de-sac lot in the highly sought-after Pioneer Crossing community, this home was freshened up with interior paint and new carpet in May. This inviting residence offers 2,569 square feet of living space, featuring 5 bedrooms and 3 full bathrooms, offering versatility to suite your lifestyle. The interior is filled with natural light and boasts a neutral color palette that complements any d&eacute;cor. The open-concept floorplan includes a spacious living room with a cozy fireplace that seamlessly flows into the formal dining area, ideal for gatherings. The eat-in kitchen is a chef's dream, featuring a breakfast bar, center island, granite countertops, ample cabi",11001 Short Springs Dr,Austin,Austin,TX,78754
508,"12027 Pleasant Panorama Vw, Austin, TX 78738",5.0,4.0,1750000.0,4143.0,14810.400000000001,"Gorgeous Santa Barbara-style home on beautiful tree-lined street of exquisite luxury homes boasting stunning landscaping and breathtaking hill country views. The resort-style pool and spa, along with the expansive outdoor living and dining space are a perfect oasis for relaxation and entertainment in this picturesque setting. The main level features a comfy central living room, the home&rsquo;s terrific kitchen, two dining areas, and a main-level guest suite ideal for visitors, multi-generational living, or fabulous home office. The gourmet kitchen features dual islands, floor-to-ceiling cabinetry, a 6-burner gas stove, stainless appliances, and Sub Zero-style refrigerator. Up a half-flight",12027 Pleasant Panorama Vw,Austin,Austin,TX,78738
509,"12905 Turkey Run, Austin, TX 78727",3.0,2.5,499000.0,1716.0,,"Welcome to this modern two-story home in the heart of 78727, a unique gem in Lamplight Village. Enjoy summer evenings in the shaded screened-in porch or enjoy your morning coffee from the private balcony off the primary bedroom. The open floor plan features luxury vinyl plank flooring throughout the home, contemporary fixtures and recessed lighting, creating an elegant ambiance. The spacious living room invites relaxation in front of the wood fireplace, and large windows fill the space with natural light. The fully updated kitchen boasts quartz countertops, a tile backsplash, modern cabinetry, and stainless steel appliances, making meal preparation easy. The large primary suite upstairs is ",12905 Turkey Run,Austin,Austin,TX,78727
510,"6158 Jumano Ln, Austin, TX 78749",4.0,3.0,639500.0,2609.0,,"Fantastic 4 bedroom 3 bath home plus office in the highly sought-after Legend Oaks neighborhood. The updated Kitchen opens to the living room and flows onto back deck and yard which borders a greenspace. .The downstairs of the home features a front office, living room with fireplace and separate breakfast area and dining room as well as an updated kitchen including stainless appliances and granite countertops. Also included downstairs are a laundry room and a guest suite with full bath nearby. The upstairs features a second living area, primary bedroom with ensuite bath and 2 additional bedrooms with a 3rd full bathroom. The primary bath includes a large walk in closet, dual vanities, separ",6158 Jumano Ln,Austin,Austin,TX,78749
511,"903 Morrow St, Austin, TX 78757",3.0,3.0,689000.0,1785.0,,"Central Austin character and charm in a friendly neighborhood just moments away from Barrett's Coffee, Black Star Co-Op, Little Deli, Easy Tiger, and Crestview Station Metro Rail. Minutes from Downtown, The Domain, and Q2 Stadium! This neighborhood features pocket parks with a community garden, bocce ball court, grills, ping-pong tables, and plenty of outdoor space to hang out! 3 bedrooms PLUS a loft/game room! The social spaces here are generous and bright and offer neutral toned walls that are complimented by rich engineered wood flooring and an abundance of natural light. The versatile living room allows you the freedom to position your furniture to feel the most comfortable to you. Ente",903 Morrow St,Austin,Austin,TX,78757
512,"1112 Grassy Field Rd, Austin, TX 78737",5.0,4.0,899900.0,4333.0,13503.6,"Nestled on a large lot with mature landscaping in the heart of the gated Highpointe community is this gem of a property with a fabulously functional floor plan. Immediately upon entering your guests will be wowed by the high ceilings and sweeping staircase. At the front of the home is a secondary bedroom with bay windows and a full bath, perfect for guests. Or if an office is what you need, this bright space fits the bill perfectly for WFH. Next is the formal dining area, which is connected to the gourmet chef's kitchen by a practical butler's pantry. The professionally remodeled kitchen is a show-stopper, featuring a free-standing 60&quot; Thermador Professional Dual Range with 6 gas burne",1112 Grassy Field Rd,Austin,Austin,TX,78737
513,"1802 Red Fox Rd, Austin, TX 78734",3.0,2.0,449928.0,1715.0,,"This charming property is a diamond in the rough, offering ample room for updates and enhancements. If you're interested in discussing this further or arranging a visit, please let me know. I'd love to hear your ideas!    Owner needs to do a 1031 Exchange    Looking forward to connecting,",1802 Red Fox Rd,Austin,Austin,TX,78734
514,"8509 Honeysuckle Trl, Austin, TX 78759",4.0,2.5,850000.0,2097.0,,"Welcome to 8509 Honeysuckle Trail, where modern amenities meet effortless living, all wrapped up in a newer build in Cima Hills. Step into a foyer that&rsquo;s more of a gateway to greatness, opening to a multi-purpose living space. Cue imaginary applause! Wander into a kitchen that almost makes you want to cook. Outfitted with standard appliances, it flows like a breezy conversation into a living area designed for real life or just rewatching old sitcoms. Downstairs you will find a primary suite that&rsquo;s practically a mini-retreat, while upstairs arrive to versatile bedrooms that could double as home offices, guest rooms, or the stage for your next TikTok. Parents, rejoice! Honeysuckle",8509 Honeysuckle Trl,Austin,Austin,TX,78759
