,Address,Price,Bed,Bath,SQFT,Lot Sqft,Description,latitude,longitude,Listing URL,Type of Home,Picture,Street,City,State,Zip Code
663,"913 Taulbee Ln, Austin, TX 78757","$875,000",5,45,2592,025,"Welcome to a special and unique home , priced well below market value! This energy efficient home, built from straw bales, is both sturdy and equipped with all the modern comforts you could wish for. Eco-chic living is a breeze with solar panels, radiant heat floors, and a rain barrel water collection system, keeping you cozy and sustainable all year round. Each bedroom has its own exterior access and ensuite bath, perfect for privacy. The primary bedroom even boasts a sunroom for your morning coffee rituals, while the top-floor office space is bathed in natural light, inspiring creativity and productivity. This charming abode offers 5 bedrooms and 4.5 baths, making it ideal for co-op livin",30.4985365,-97.7899351,https://www.redfin.com/TX/Austin/11328-Fletcher-Hall-Ln-78717/home/32506509,SingleFamilyResidence,,913 Taulbee Ln, Austin,TX,78757
664,"6324 N Lamar Blvd #320, Austin, TX 78752","$224,000",1,1,562,,"There are additional floor plans and pricing available for additional units in the building. Call to learn more about  pricing and current incentives. Welcome to Ellis Highline! This charming 1 bed, 1 bath condo, with 562 sq ft, offers a  perfect blend of modern luxury and comfort. As the community transitions from rentals to for-sale condominiums, now  is your chance to own a piece of this vibrant neighborhood. This condo features an open-concept gourmet kitchen with  a farmhouse sink, stainless steel appliance package, quartz countertops, and a stylish tile backsplash. Luxury vinyl  plank flooring runs throughout the living room and kitchen area. Expansive walk-in closets with custom-buil",30.2350708,-97.7512826,https://www.redfin.com/TX/Austin/2511-Sherwood-Ln-78704/home/31695330,Accommodation,,6324 N Lamar Blvd #320, Austin,TX,78752
665,"1313 Spyglass Dr, Austin, TX 78746","$2,495,000",3,25,2554,044,"Amazing 180 degree downtown skyline view!!! This property is perched above the Barton Creek Greenbelt and offers stunning views of the Austin skyline. Conveniently located to downtown, walking distance to the greenbelt and zoned to Eanes ISD this property has it all. Currently there is a 3 bedroom, 2.5 bathroom home with two levels of porches taking advantage of the views. The 0.439 acre lot offers abundant opportunities to remodel, expand or create your own dream home.",30.164625,-97.9946738,https://www.redfin.com/TX/Austin/144-Swallowtail-Dr-78737/home/109868837,SingleFamilyResidence,,1313 Spyglass Dr, Austin,TX,78746
666,"6004 Elfen Way, Austin, TX 78724","$325,000",3,2,1341,5270,"Enjoy this sweet home in a great location. Only 15 minutes to Tesla, Gia Plant and airport. Freshly painted. Private fenced in backyard. Flex space in front of home for an office, gym or whatever you need! Nice sized rooms with tons of storage. The foundation was repaired with lifetime warranty. Sewer line was thoroughly inspected and repaired. New vinyl luxury flooring was installed March 2022. AC replaced in October 2021.",30.3524439,-97.7259199,https://www.redfin.com/TX/Austin/7808-Rutgers-Ave-78757/home/31487336,SingleFamilyResidence,,6004 Elfen Way, Austin,TX,78724
667,"3724 Valley View Rd Unit A, Austin, TX 78704","$325,000",1,1,574,,"Excellent location close to some of South Austin's most iconic entertainment and dining! Live in the heart of popular 78704! Welcome home to your one bedroom, one bath, end unit, with private fenced in yard. As you walk in you'll be greeted by vaulted ceilings, ample natural light, laminate flooring throughout, and a cozy fireplace. The kitchen has updated quartz countertops and modern mosaic backsplash that is open to the living and dining rooms perfect for entertaining. The primary suite features a walk-in closet with laundry and a full bathroom. Step outside onto the patio in your private yard to enjoy a cup of coffee in the morning or glass of wine at sunset. Easy access to 71, 360, 290",30.3458032,-97.7165689,https://www.redfin.com/TX/Austin/913-Taulbee-Ln-78757/home/31480072,SingleFamilyResidence,,3724 Valley View Rd Unit A, Austin,TX,78704
668,"600 Rock Park Dr, Austin, TX 78746","$1,564,000",4,45,3315,,"Nestled amongst the oaks in the coveted Westwood neighborhood! This stunning property boasts 4 bedrooms and 4.5 baths which includes a full loft apartment (ADU) with a lucrative rental history ($2900/month until June '24). Whether you want to use the additional space for overflow or as an income producing property, the options are endless for the savvy buyer. Dive into luxury with a unique shipping container swimming pool featuring a swim window, hot tub, and jets which is sure to be a conversation starter. Enjoy outdoor living on multiple decks, balconies, and a covered patio adorned with string lights and an exterior TV cabinet for unforgettable movie nights. The Control4 smart-home syste",30.3318593,-97.7229358,https://www.redfin.com/TX/Austin/6324-N-Lamar-Blvd-78752/unit-320/home/191716161,SingleFamilyResidence,,600 Rock Park Dr, Austin,TX,78746
669,"00 E Us 290 Hwy E, Austin, TX 78723","$4,500,000",0,,851,,"This is a large amount of level acreage ready for development within central Austin. Surrounded by communities it's ideal for office space development, but zoning change could open up opportunities for Multifamily developments, Hospitality developments, or retail. There are many development opportunities in this busy area of Austin, especially considering the recent changes favoring greater density in zoning. It has frontage along E HWY 290 and Coronado Hills Dr dead-ends into the property on the North side. It is very close to the Mueller development with easy access to downtown Austin. This property borders the Austin Achieve Elementary located at Hwy 183 and US 290 and has potential acce",30.2610579,-97.785497,https://www.redfin.com/TX/Austin/1313-Spyglass-Dr-78746/home/31207741,SingleFamilyResidence,,00 E Us 290 Hwy E, Austin,TX,78723
670,"10200 Shively Ln, Austin, TX 78747","$239,900",0,,251,,Attention investors and DIY enthusiasts! Vacant lot with unlimited potential! Motivated Seller,30.2834108,-97.6277911,https://www.redfin.com/TX/Austin/6004-Elfen-Way-78724/home/31167456,SingleFamilyResidence,,10200 Shively Ln, Austin,TX,78747
671,"303 Ridgewood Rd, Austin, TX 78746","$1,475,000",0,,040,,"Location, location, location!  The generous . 40-acre lot has been cleared and is ready for the next chapter, providing an opportunity to build the home you have always wanted in a coveted and prestigious close-in location. This prime property offers an incredible, prestigious location just 5 minutes from downtown. The very slight rise from the street to a fully flat and spacious lot provides the perfect setting, creating luxurious privacy while maximizing sweeping views to the northwest. This 17467 square foot lot comes with beautiful plans that are available to build or merely for inspiration. The proposed project was thoughtfully sited to maximize views and privacy, with the primary entr",30.235547,-97.7834121,https://www.redfin.com/TX/Austin/3724-Valley-View-Rd-78704/unit-A/home/31955358,SingleFamilyResidence,,303 Ridgewood Rd, Austin,TX,78746
673,"1607 Roma St, Austin, TX 78704","$1,345,000",0,,8807,,"&quot;Oversized lot and a half&quot;  At 8808 Sq Ft, the property is 50% bigger than the standard lot size in Bouldin Creek, allowing space for a house, an ADU/guesthouse, and an oversized garage with apartment above- each with private yards. Few lots this size exist, and rarely does such a special property become available in the heart of Bouldin Creek between 1st and S Congress; Austin&rsquo;s most sought after neighborhood. Located on a peaceful, quiet street just a few short steps away from all the best restaurants and retail Austin has to offer. 'Walkers paradise' with a 94 out of a 100 walk score. You will rarely need to drive anywhere with, Nomade, Ma&ntilde;ana Coffee, Elizabeth St ",30.3295512,-97.6473013,https://www.redfin.com/TX/Austin/0-U-S-290-78724/home/191835333,Accommodation,,1607 Roma St, Austin,TX,78704
674,"4910 Dovercliff Cv, Austin, TX 78754","$79,000",0,,4878,,"A few minutes away from all of the convenience of the city. This should be the last lot available to build your single family home in the matured, secure and peaceful neighborhood. Deed restrictions and survey available.",30.1171638,-97.6978686,https://www.redfin.com/TX/Austin/10200-Shively-78747/home/32462371,Accommodation,,4910 Dovercliff Cv, Austin,TX,78754
675,"9110 Bluff Springs Rd, Austin, TX 78744","$4,500,000",0,,1236,,"PROPERTY OVERVIEW  +/- 12.36 Acres located along E. Slaughter Lane in prime South Austin. This property neighbors the highly coveted Onion Creek. This property provides the perfect opportunity for a creative developer to take full advantage of a location that does not come around very often. With no zoning and being in the ETJ, specifications for lot size and number of structures are unbounded to this property and provides opportunities for multi residential development or mix use potential. The site has access to public water, electricity, and telephone. Public wastewater will be available to the tract in the near future.",30.2823276,-97.7877093,https://www.redfin.com/TX/Austin/303-Ridgewood-Rd-78746/home/31222454,Accommodation,,9110 Bluff Springs Rd, Austin,TX,78744
676,"5917 Coventry Ln, Austin, TX 78723","$350,000",0,,7000,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.248241,-97.753448,https://www.redfin.com/TX/Austin/1607-Roma-St-78704/home/179156016,Accommodation,,5917 Coventry Ln, Austin,TX,78723
677,"5913 Coventry Ln, Austin, TX 78723","$350,000",0,,7000,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.33366,-97.647524,https://www.redfin.com/TX/Austin/4910-Dovercliff-Cv-78754/home/109941550,Accommodation,,5913 Coventry Ln, Austin,TX,78723
678,"5921 Coventry Ln, Austin, TX 78723","$350,000",0,,6943,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.156511,-97.770437,https://www.redfin.com/TX/Austin/9110-Bluff-Springs-Rd-78744/home/31837771,Accommodation,,5921 Coventry Ln, Austin,TX,78723
679,"2007 Lakeshore Dr, Austin, TX 78746","$7,000,000",0,,070,,"Ideal opportunity to realize your Lake Austin estate dreams. Situated on over . 7 acres, this waterfront lot with breathtaking lake and city skyline views includes a fully permitted set of plans for a truly unique to-be-built modern home designed by renowned architect Matt Fajkus. Multi-award winning high end boat dock with upper deck outdoor living space completed, plus permit and plans available to add a second boat slip. Price includes Lake Austin waterfront lot, existing boat dock shown in photos and fully permitted house plans (does not include construction costs). House Plan Features: 5 bed | 6 full bath | 2 half bath | 13,860 sq ft | 10,327 sq ft conditioned | 3,533 sq ft uncondition",30.3097541,-97.6829425,https://www.redfin.com/TX/Austin/5917-Coventry-Ln-78723/home/145919307,Accommodation,,2007 Lakeshore Dr, Austin,TX,78746
680,"2305 Thrasher Ln, Austin, TX 78741","$899,990",0,,147,,This property is 1.46 acres total with 134feet of frontage as well as 491 feet deep. Its zoned Residential SF-3 NP. The property is 40% cleared and has been used as an extra driveway for years now. Utilities are available at the street. The property is Outside of the special flood hazard area as well. Buyer to pay closing costs  &amp;  survey,30.3095192,-97.6830763,https://www.redfin.com/TX/Austin/5913-Coventry-Ln-78723/home/145919281,Accommodation,,2305 Thrasher Ln, Austin,TX,78741
681,"2610 Cuernavaca Dr, Austin, TX 78733","$1,295,000",0,,150,,"Discover 1.5 private acres in Westlake&mdash;a fresh opportunity to craft your hidden treasure. Introducing your chance to build a dream estate in the serene hill country, mere steps from Lake Austin. This exclusive, tree-laden property is primed for an architect skilled in designing extraordinary homes that integrate vast expanses of glass and windows, seamlessly merging the indoors with the outdoors while ensuring utmost privacy. Strategically situated only 20 minutes from downtown Austin and 10 minutes from the Hill Country Galleria, this peaceful retreat combines convenience with the tranquility of seclusion. Benefit from top-tier education in the Eanes Independent School District, reco",30.3098806,-97.6828597,https://www.redfin.com/TX/Austin/5921-Coventry-Ln-78723/home/145919353,Accommodation,,2610 Cuernavaca Dr, Austin,TX,78733
683,"TBD River Place Blvd, Austin, TX 78730","$28,000",0,,784,,Small 0.018 acre tract in River Place Country Club Sub-Division.,30.219679,-97.701736,https://www.redfin.com/TX/Austin/2305-Thrasher-Ln-78741/home/109972485,Accommodation,,TBD River Place Blvd, Austin,TX,78730
684,"2300 E 14th St, Austin, TX 78704","$2,500,000",0,,030,,"Development opportunity for two adjacent lots in the rapidly developing Chestnut neighborhood of East Austin. Together, these lots offer just under a third of an acre of prime high-traffic real estate, ready for development. Nestled in the heart of East Austin, the Chestnut neighborhood offers local charm and urban appeal. Enjoy quick and convenient access to downtown Austin, ACC, and all major highways. With significant new construction and development happening in the area, these lots present a remarkable opportunity. With the potential for vertical mixed-use development, you can maximize the use of space and capitalize on the area&rsquo;s growth. Don&rsquo;t miss out on this exceptional ",30.343751,-97.849559,https://www.redfin.com/TX/Austin/2610-Cuernavaca-Dr-N-78733/home/191760339,Accommodation,,2300 E 14th St, Austin,TX,78704
685,"15004 Nightingale Ln, Austin, TX 78734","$315,000",0,,038,,"Discover the perfect canvas for your dream home in the beautiful community of Cardinal Hills! This beautiful, large, and level lot offers an exceptional opportunity to build the home you've always envisioned. Nestled against a serene green space, this property provides a tranquil and private setting, ideal for nature lovers and those seeking a peaceful retreat. Located less than a mile from the pristine waters of Lake Travis, you'll enjoy easy access to a variety of recreational activities including boating, fishing, and swimming. The lot's prime location also means you're just minutes away from excellent shopping, dining, and entertainment options, ensuring convenience and an enviable life",30.390396,-97.848139,https://www.redfin.com/TX/Austin/TBD-River-Place-Blvd-78730/home/191758704,Accommodation,,15004 Nightingale Ln, Austin,TX,78734
686,"TBD Overlook Pass, Austin, TX 78738","$5,700,000",0,,1970,,"Welcome to a truly extraordinary property- 19.69 stunning acres within the prestigious Barton Creek Preserve subdivision in Austin. Magnificent oak and pecan trees adorn pristine pastures, while Barton Creek gracefully meanders through the heart of the land, flanked by low water crossings spanning up to 30 feet wide and one to two feet deep. Once part of a historic ranch, the landscape features lush fields cascading down to the water's edge, with a striking rock wall across the creek offering breathtaking views. The serene scenery attracts abundant wildlife, including deer and turkey, creating your own private sanctuary. This land offers an unparalleled opportunity to have your very own tra",30.2766031,-97.7162541,https://www.redfin.com/TX/Austin/2300-E-14th-St-78702/home/34249292,Accommodation,,TBD Overlook Pass, Austin,TX,78738
687,"0001 Montopolis Dr, Austin, TX 78741","$224,998",0,,6969,,SF3 Lot. Possibility to build up to 3 units,30.362593,-97.94544,https://www.redfin.com/TX/Austin/15004-Nightingale-Ln-78734/home/109925754,Accommodation,,0001 Montopolis Dr, Austin,TX,78741
688,"1210 Windsor Rd #219, Austin, TX 78703","$395,000",2,1,892,,"Location is key, and this 2-bedroom, 1-bathroom, 892 sq. ft. mid-century modern condo is ideally situated next to downtown Austin in the popular historic Clarksville neighborhood. The open floor plan and large windows provide ample natural light and offer views of the beautifully manicured community pool. Mature oak trees surrounding the community cast serene shadows through the windows, creating a peaceful retreat despite the nearby downtown activity. Walk to 5-star restaurants, the flagship Whole Foods, and easily bike to both ACC and UT. Situated between two of Austin&rsquo;s greatest outdoor spaces, Pease Park and Zilker Park, you can choose which one to bike the trails on or throw a fr",30.2782611,-97.93419237,https://www.redfin.com/TX/Austin/TBD-Overlook-Pass-78738/home/191746440,Accommodation,,1210 Windsor Rd #219, Austin,TX,78703
689,"4716 Frontier Trl, Austin, TX 78745","$599,999",3,2,1286,024,"Welcome to this stunning 1957 remodeled home that seamlessly blends mid-century charm with a modern luxury atmosphere. The lush landscape surrounding the property includes mature trees and a large backyard perfect for outdoor entertaining. Step inside and be greeted by a spacious living area featuring a mix of vintage and contemporary elements. The kitchen boasts sleek quartz countertops, black stainless steel appliances, and ample storage space. The bedrooms are quiet retreats with plenty of natural light. Outside, the expansive yard is a nature lover's paradise with greenery all around, creating a serene and peaceful ambiance. This home is perfect for those looking to immerse themselves i",30.2105546,-97.7137143,https://www.redfin.com/TX/Austin/3200-1-2-Montopolis-Dr-78744/home/188630951,Accommodation,,4716 Frontier Trl, Austin,TX,78745
691,"9722 Sugar Hill Dr, Austin, TX 78748","$479,000",3,2,1693,025,"Welcome to your dream home in the sought-after Tanglewood Forest neighborhood! Nestled in a serene setting, this charming property boasts a range of desirable features designed for comfortable family living. Enjoy the beauty of mature trees that provide both shade and a picturesque view, enhancing the curb appeal of this lovely home. Situated on almost 1/4 acre, this property features a large front yard and an expansive backyard, offering ample space for outdoor activities, gardening, and entertaining guests. Conveniently located within walking distance to an elementary school, community tennis courts, a duck pond, a pool, and a playground, this home ensures plenty of recreational opportuni",30.2247507,-97.7929082,https://www.redfin.com/TX/Austin/4716-Frontier-Trl-78745/home/31957248,SingleFamilyResidence,,9722 Sugar Hill Dr, Austin,TX,78748
692,"11328 Fletcher Hall Ln, Austin, TX 78717","$535,000",3,25,1918,5593,"This 3-bedroom stone beauty sits in a great Avery Ranch community and backs up to a greenbelt for maximum privacy. Inside the front door, the home exudes old-world charm, with vaulted ceilings, crown molding, and gorgeous hardwood floors. New shingles to be installed soon! Beyond the spacious living room, the eat-in kitchen features granite countertops, stainless appliances, a pantry and a breakfast bar. A few steps away, the covered porch, extended back deck and pergola offer plenty of space to entertain. The rest of the fenced-in yard includes shade trees and landscaped planting beds. The best part? The amazing greenbelt views  &amp;  privacy. Back inside, the main-floor primary bedroom b",30.1804809,-97.8362217,https://www.redfin.com/TX/Austin/9722-Sugar-Hill-Dr-78748/home/31803990,SingleFamilyResidence,,11328 Fletcher Hall Ln, Austin,TX,78717
693,"2511 Sherwood Ln, Austin, TX 78704","$795,000",4,2,1620,028,"Excellent location, well-maintained, fully occupied duplex in South Austin. Each unit is 2/1 with some updates including kitchen counters, appliances, cabinets, floors, fixtures, and bathrooms. Enormous covered back patio provides abundance of outdoor living. Over 1/4 acre corner lot leaves room for tons of landscaping potential and future re-development. Washer/dryer units are indoor. Dream tenants have not missed rent and keep each unit clean and cared for. Please remove shoes during showings. Absolutely no photos or videos as both tenants are artists. Pets on premises. Tenants may work from home.",30.4985365,-97.7899351,https://www.redfin.com/TX/Austin/11328-Fletcher-Hall-Ln-78717/home/32506509,SingleFamilyResidence,,2511 Sherwood Ln, Austin,TX,78704
694,"144 Swallowtail Dr, Austin, TX 78737","$640,000",4,3,2603,029,"Welcoming single story brick home in the coveted Highpointe community! Beautiful lot with mature shade tree in front and expansive backyard. 3 car garage and a wide driveway offers plenty of parking. Inside you will find an open  &amp;  spacious floor plan with built-in features, multiple dining spaces, wood  &amp;  tile flooring throughout the main areas, and excellent storage. Three full bathrooms offer convenience for hosting family and longer term guests. And an added mud room provides a designated space for all your miscellaneous outwear. A built-in desk/workspace is nestled in the hallway and functions as a home office or school work area. The heart of the home boasts a modern white k",30.2350708,-97.7512826,https://www.redfin.com/TX/Austin/2511-Sherwood-Ln-78704/home/31695330,Accommodation,,144 Swallowtail Dr, Austin,TX,78737
695,"7808 Rutgers Ave, Austin, TX 78757","$2,199,000",5,45,3406,9417,"Welcome to 7808 Rutgers Ave, a stunning property nestled in the heart of the desirable Crestview neighborhood. Built and developed by the renowned Brownstone Capital Investments and designed by Rodenberg Design, this luxurious home boasts an impressive 5 bedrooms and 4.5 bathrooms, offering ample space for relaxation and privacy. This home includes a detached cabana with a full bathroom, perfect for guests or an office space. With its spacious layout spanning over 3,406 square feet on a generous 9,418 square foot lot, this residence provides plenty of room to grow and thrive. As you enter the home, you'll be captivated by the open floor plan that seamlessly connects the living spaces. The l",30.164625,-97.9946738,https://www.redfin.com/TX/Austin/144-Swallowtail-Dr-78737/home/109868837,SingleFamilyResidence,,7808 Rutgers Ave, Austin,TX,78757
696,"913 Taulbee Ln, Austin, TX 78757","$875,000",5,45,2592,025,"Welcome to a special and unique home , priced well below market value! This energy efficient home, built from straw bales, is both sturdy and equipped with all the modern comforts you could wish for. Eco-chic living is a breeze with solar panels, radiant heat floors, and a rain barrel water collection system, keeping you cozy and sustainable all year round. Each bedroom has its own exterior access and ensuite bath, perfect for privacy. The primary bedroom even boasts a sunroom for your morning coffee rituals, while the top-floor office space is bathed in natural light, inspiring creativity and productivity. This charming abode offers 5 bedrooms and 4.5 baths, making it ideal for co-op livin",30.3524439,-97.7259199,https://www.redfin.com/TX/Austin/7808-Rutgers-Ave-78757/home/31487336,SingleFamilyResidence,,913 Taulbee Ln, Austin,TX,78757
697,"6324 N Lamar Blvd #320, Austin, TX 78752","$224,000",1,1,562,,"There are additional floor plans and pricing available for additional units in the building. Call to learn more about  pricing and current incentives. Welcome to Ellis Highline! This charming 1 bed, 1 bath condo, with 562 sq ft, offers a  perfect blend of modern luxury and comfort. As the community transitions from rentals to for-sale condominiums, now  is your chance to own a piece of this vibrant neighborhood. This condo features an open-concept gourmet kitchen with  a farmhouse sink, stainless steel appliance package, quartz countertops, and a stylish tile backsplash. Luxury vinyl  plank flooring runs throughout the living room and kitchen area. Expansive walk-in closets with custom-buil",30.3458032,-97.7165689,https://www.redfin.com/TX/Austin/913-Taulbee-Ln-78757/home/31480072,SingleFamilyResidence,,6324 N Lamar Blvd #320, Austin,TX,78752
698,"1313 Spyglass Dr, Austin, TX 78746","$2,495,000",3,25,2554,044,"Amazing 180 degree downtown skyline view!!! This property is perched above the Barton Creek Greenbelt and offers stunning views of the Austin skyline. Conveniently located to downtown, walking distance to the greenbelt and zoned to Eanes ISD this property has it all. Currently there is a 3 bedroom, 2.5 bathroom home with two levels of porches taking advantage of the views. The 0.439 acre lot offers abundant opportunities to remodel, expand or create your own dream home.",30.3318593,-97.7229358,https://www.redfin.com/TX/Austin/6324-N-Lamar-Blvd-78752/unit-320/home/191716161,SingleFamilyResidence,,1313 Spyglass Dr, Austin,TX,78746
699,"6004 Elfen Way, Austin, TX 78724","$325,000",3,2,1341,5270,"Enjoy this sweet home in a great location. Only 15 minutes to Tesla, Gia Plant and airport. Freshly painted. Private fenced in backyard. Flex space in front of home for an office, gym or whatever you need! Nice sized rooms with tons of storage. The foundation was repaired with lifetime warranty. Sewer line was thoroughly inspected and repaired. New vinyl luxury flooring was installed March 2022. AC replaced in October 2021.",30.2610579,-97.785497,https://www.redfin.com/TX/Austin/1313-Spyglass-Dr-78746/home/31207741,SingleFamilyResidence,,6004 Elfen Way, Austin,TX,78724
700,"3724 Valley View Rd Unit A, Austin, TX 78704","$325,000",1,1,574,,"Excellent location close to some of South Austin's most iconic entertainment and dining! Live in the heart of popular 78704! Welcome home to your one bedroom, one bath, end unit, with private fenced in yard. As you walk in you'll be greeted by vaulted ceilings, ample natural light, laminate flooring throughout, and a cozy fireplace. The kitchen has updated quartz countertops and modern mosaic backsplash that is open to the living and dining rooms perfect for entertaining. The primary suite features a walk-in closet with laundry and a full bathroom. Step outside onto the patio in your private yard to enjoy a cup of coffee in the morning or glass of wine at sunset. Easy access to 71, 360, 290",30.2834108,-97.6277911,https://www.redfin.com/TX/Austin/6004-Elfen-Way-78724/home/31167456,SingleFamilyResidence,,3724 Valley View Rd Unit A, Austin,TX,78704
701,"600 Rock Park Dr, Austin, TX 78746","$1,564,000",4,45,3315,,"Nestled amongst the oaks in the coveted Westwood neighborhood! This stunning property boasts 4 bedrooms and 4.5 baths which includes a full loft apartment (ADU) with a lucrative rental history ($2900/month until June '24). Whether you want to use the additional space for overflow or as an income producing property, the options are endless for the savvy buyer. Dive into luxury with a unique shipping container swimming pool featuring a swim window, hot tub, and jets which is sure to be a conversation starter. Enjoy outdoor living on multiple decks, balconies, and a covered patio adorned with string lights and an exterior TV cabinet for unforgettable movie nights. The Control4 smart-home syste",30.235547,-97.7834121,https://www.redfin.com/TX/Austin/3724-Valley-View-Rd-78704/unit-A/home/31955358,SingleFamilyResidence,,600 Rock Park Dr, Austin,TX,78746
702,"00 E Us 290 Hwy E, Austin, TX 78723","$4,500,000",0,,851,,"This is a large amount of level acreage ready for development within central Austin. Surrounded by communities it's ideal for office space development, but zoning change could open up opportunities for Multifamily developments, Hospitality developments, or retail. There are many development opportunities in this busy area of Austin, especially considering the recent changes favoring greater density in zoning. It has frontage along E HWY 290 and Coronado Hills Dr dead-ends into the property on the North side. It is very close to the Mueller development with easy access to downtown Austin. This property borders the Austin Achieve Elementary located at Hwy 183 and US 290 and has potential acce",30.2772644,-97.8016606,https://www.redfin.com/TX/Austin/600-Rock-Park-Dr-78746/home/182836290,SingleFamilyResidence,,00 E Us 290 Hwy E, Austin,TX,78723
703,"10200 Shively Ln, Austin, TX 78747","$239,900",0,,251,,Attention investors and DIY enthusiasts! Vacant lot with unlimited potential! Motivated Seller,30.3295512,-97.6473013,https://www.redfin.com/TX/Austin/0-U-S-290-78724/home/191835333,Accommodation,,10200 Shively Ln, Austin,TX,78747
704,"303 Ridgewood Rd, Austin, TX 78746","$1,475,000",0,,040,,"Location, location, location!  The generous . 40-acre lot has been cleared and is ready for the next chapter, providing an opportunity to build the home you have always wanted in a coveted and prestigious close-in location. This prime property offers an incredible, prestigious location just 5 minutes from downtown. The very slight rise from the street to a fully flat and spacious lot provides the perfect setting, creating luxurious privacy while maximizing sweeping views to the northwest. This 17467 square foot lot comes with beautiful plans that are available to build or merely for inspiration. The proposed project was thoughtfully sited to maximize views and privacy, with the primary entr",30.1171638,-97.6978686,https://www.redfin.com/TX/Austin/10200-Shively-78747/home/32462371,Accommodation,,303 Ridgewood Rd, Austin,TX,78746
706,"1607 Roma St, Austin, TX 78704","$1,345,000",0,,8807,,"&quot;Oversized lot and a half&quot;  At 8808 Sq Ft, the property is 50% bigger than the standard lot size in Bouldin Creek, allowing space for a house, an ADU/guesthouse, and an oversized garage with apartment above- each with private yards. Few lots this size exist, and rarely does such a special property become available in the heart of Bouldin Creek between 1st and S Congress; Austin&rsquo;s most sought after neighborhood. Located on a peaceful, quiet street just a few short steps away from all the best restaurants and retail Austin has to offer. 'Walkers paradise' with a 94 out of a 100 walk score. You will rarely need to drive anywhere with, Nomade, Ma&ntilde;ana Coffee, Elizabeth St ",30.248241,-97.753448,https://www.redfin.com/TX/Austin/1607-Roma-St-78704/home/179156016,Accommodation,,1607 Roma St, Austin,TX,78704
707,"4910 Dovercliff Cv, Austin, TX 78754","$79,000",0,,4878,,"A few minutes away from all of the convenience of the city. This should be the last lot available to build your single family home in the matured, secure and peaceful neighborhood. Deed restrictions and survey available.",30.33366,-97.647524,https://www.redfin.com/TX/Austin/4910-Dovercliff-Cv-78754/home/109941550,Accommodation,,4910 Dovercliff Cv, Austin,TX,78754
708,"9110 Bluff Springs Rd, Austin, TX 78744","$4,500,000",0,,1236,,"PROPERTY OVERVIEW  +/- 12.36 Acres located along E. Slaughter Lane in prime South Austin. This property neighbors the highly coveted Onion Creek. This property provides the perfect opportunity for a creative developer to take full advantage of a location that does not come around very often. With no zoning and being in the ETJ, specifications for lot size and number of structures are unbounded to this property and provides opportunities for multi residential development or mix use potential. The site has access to public water, electricity, and telephone. Public wastewater will be available to the tract in the near future.",30.156511,-97.770437,https://www.redfin.com/TX/Austin/9110-Bluff-Springs-Rd-78744/home/31837771,Accommodation,,9110 Bluff Springs Rd, Austin,TX,78744
709,"5917 Coventry Ln, Austin, TX 78723","$350,000",0,,7000,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.3097541,-97.6829425,https://www.redfin.com/TX/Austin/5917-Coventry-Ln-78723/home/145919307,Accommodation,,5917 Coventry Ln, Austin,TX,78723
710,"5913 Coventry Ln, Austin, TX 78723","$350,000",0,,7000,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.3095192,-97.6830763,https://www.redfin.com/TX/Austin/5913-Coventry-Ln-78723/home/145919281,Accommodation,,5913 Coventry Ln, Austin,TX,78723
711,"5921 Coventry Ln, Austin, TX 78723","$350,000",0,,6943,,"Discover a unique opportunity with three incredible shovel-ready lots, each approximately 0.16 acres (7,000 sq ft), zoned SF3 and ready for immediate development. Perfectly located just minutes from downtown, the vibrant Mueller District, and offering exceptional access to a plethora of amenities. These lots are ideal for building your dream home or investment property (A/B multifamily) in a prime location. Don't miss out on this rare find!",30.3098806,-97.6828597,https://www.redfin.com/TX/Austin/5921-Coventry-Ln-78723/home/145919353,Accommodation,,5921 Coventry Ln, Austin,TX,78723
