,Address,Price,Bed,Bath,SQFT,Description,latitude,longitude,Listing URL,Picture,Street,City,State,Zip Code
244,"8315 Nicola Trl, Austin, TX 78745","$2,500/mo",3 beds,2.5 baths,"1,657 sq ft","Incredible opportunity to occupy a nice home in beautiful in Hyde Park. Two bedroom, two baths upstairs. Half bath down. Granite countertops. Stainless appliances. Wood floors. Washer/dryer/refrigerat",30.1945081,-97.8286862,https://www.redfin.com/TX/Austin/8315-Nicola-Trl-78745/home/31194233,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,8315 Nicola Trl, Austin,TX,78745
245,"12120 Broten St, Austin, TX 78748","$2,595/mo",3 beds,2.5 baths,"2,044 sq ft","Discover Austin living in the highly coveted 78704 neighborhood, an area renowned for its vibrant lifestyle and prime location. Situated in the heart of Barton Hills, you'll enjoy easy access to the b",30.1453591,-97.8423256,https://www.redfin.com/TX/Austin/12120-Broten-St-78748/home/31196850,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,12120 Broten St, Austin,TX,78748
246,"2209 Christoff Loop, Austin, TX 78748","$2,175/mo",3 beds,2 baths,"1,538 sq ft","Charming home in central Austin, close to popular local restaurants and shopping! This 2-bedroom, 1-bathroom house sits on a private lot that backs up to the East Bouldin Creek Greenbelt and is near a",30.1450077,-97.8443679,https://www.redfin.com/TX/Austin/2209-Christoff-Loop-78748/home/31196934,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,2209 Christoff Loop, Austin,TX,78748
247,"115 Mist Flower Dr, Pflugerville, TX 78660","$1,950/mo",3 beds,2 baths,"1,200 sq ft","Live in the best neighborhood in Austin at 815 Columbus in the heart of Bouldin Creek with a sparkling private pool! This stunning 3-bedroom, 3.5-bathroom home boasts a rare blend of sophistication an",30.4196928,-97.6587879,https://www.redfin.com/TX/Pflugerville/115-Mist-Flower-Dr-78660/home/31934385,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,115 Mist Flower Dr, Pflugerville,TX,78660
248,"10112 Wading Pool Path, Austin, TX 78748","$2,350/mo",3 beds,2.5 baths,"2,240 sq ft","Apply for this rental with RentSpree: https://apply.link/3wVaLwD Property Representative: Carolina Aceituno Nestled in the charming district of Prado, Austin, TX is this delightful 3-bedroom, 2.5-bath",30.168282,-97.8202087,https://www.redfin.com/TX/Austin/10112-Wading-Pool-Path-78748/home/31197103,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,10112 Wading Pool Path, Austin,TX,78748
249,"2006 Stephanne Creek Cv, Austin, TX 78744","$2,800/mo",4 beds,2.5 baths,"2,470 sq ft","Welcome to this beautiful 4 bedroom, 2 bathroom home located in the desirable Travis Country neighborhood in Austin, TX. This corner house boasts plenty of windows, allowing for an abundance of natura",30.1587498,-97.7835053,https://www.redfin.com/TX/Austin/2006-Stephanne-Creek-Cv-78744/home/31039625,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,2006 Stephanne Creek Cv, Austin,TX,78744
250,"2110 De Verne St, Austin, TX 78704","$12,500/mo",4 beds,3 baths,"2,500 sq ft","Charming home in the highly sought-after Travis Country neighborhood that offers highly rated schools and wonderful community amenities. The family room showcases built-in shelves, a fireplace & vault",30.2499099,-97.7787964,https://www.redfin.com/TX/Austin/2110-De-Verne-St-78704/home/31199869,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,2110 De Verne St, Austin,TX,78704
251,"4527 Speedway Unit A, Austin, TX 78751","$2,995/mo",2 beds,2 baths,"1,550 sq ft","Well maintained family home with 3 bedrooms, 2 1/2 baths available now in the sought after Olympic Heights! ****NEW HVAC installed in 2024.**** Functional floor plan and abundant natural light with up",30.3102024,-97.7271536,https://www.redfin.com/TX/Austin/4527-Speedway-78751/unit-A/home/186480877,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,4527 Speedway Unit A, Austin,TX,78751
252,"2137 Barton Hills Dr, Austin, TX 78704","$5,800/mo",4 beds,3 baths,"2,568 sq ft",Pre-Lease for 8/9/24. Applicant will be contacted to pay Security Deposit an First Month's Rent Online once application has been reviewed. Please note 2 Step Online Application. Step 1: Fill out Onlin,30.2525962,-97.786479,https://www.redfin.com/TX/Austin/2137-Barton-Hills-Dr-78704/home/31201425,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,2137 Barton Hills Dr, Austin,TX,78704
253,"1104 S 2nd St, Austin, TX 78704","$2,600/mo",2 beds,1 bath,"1,092 sq ft","Superbly updated mid-century bungalow! Hyper-efficient design includes five separate outdoor entertaining spaces, e.g., a lighted courtyard for cocktails and games under a gorgeous oak tree, a screene",30.253466,-97.7544917,https://www.redfin.com/TX/Austin/1104-S-2nd-St-78704/home/31201445,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,1104 S 2nd St, Austin,TX,78704
254,"815 Columbus St, Austin, TX 78704","$8,750/mo",3 beds,3.5 baths,"2,285 sq ft","Close and Convenient! Awesome home nestled under the oaks on a quiet cul-de-sac in the heart of Zilker neighborhood! Incredible location and walkable to Zilker Park, Barton Springs Road, Ladybird Lake",30.2544677,-97.7562818,https://www.redfin.com/TX/Austin/815-Columbus-St-78704/home/31201543,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,815 Columbus St, Austin,TX,78704
255,"11713 Prado Ranch Blvd, Austin, TX 78725","$3,500/mo",3 beds,2.5 baths,"1,630 sq ft","Gorgeous wooded corner lot in prime Zilker location. This renovated and updated 1930s bungalow is near the South Lamar Drafthouse and restaurants, and is an easy walk to Barton Springs Road and Zilker",30.2191345,-97.634056,https://www.redfin.com/TX/Austin/11713-Prado-Ranch-Blvd-78725/home/109913909,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,11713 Prado Ranch Blvd, Austin,TX,78725
256,"5220 Trading Bnd, Austin, TX 78735","$3,495/mo",4 beds,2 baths,"2,306 sq ft","Welcome to 2707 Bridle Path located in the vibrant Westeinfield neighborhood. This home features three bedrooms and two bathrooms, making it an ideal haven for those seeking comfort and convenience. U",30.2545422,-97.8326734,https://www.redfin.com/TX/Austin/5220-Trading-Bnd-78735/home/31202568,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,5220 Trading Bnd, Austin,TX,78735
257,"4162 Travis Country Cir, Austin, TX 78735","$3,450/mo",3 beds,2 baths,"2,100 sq ft",We will consider  6 - 16 month lease agreement! Available early - end of  July 2024 - August 1stExperience the quintessential Austin lifestyle in a picturesque Barton Hills ranch-style home near Zilke,30.2519237,-97.8278616,https://www.redfin.com/TX/Austin/4162-Travis-Country-Cir-78735/home/31202633,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,4162 Travis Country Cir, Austin,TX,78735
258,"2208 Billy Mills Ln, Austin, TX 78748","$2,200/mo",3 beds,2.5 baths,"1,590 sq ft","Gorgeous Victorian style home located in prestigious Beecave Woods. Eanes School District! You're only minutes from downtown, UT, Barton Springs, Zilker Park, South Congress, LadyBird Lake, and Barton",30.1520295,-97.8384779,https://www.redfin.com/TX/Austin/2208-Billy-Mills-Ln-78748/home/30989494,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,2208 Billy Mills Ln, Austin,TX,78748
259,"1907 Robbins Pl Unit 204, Austin, TX 78705","$1,000/mo",2 beds,1 bath,"4,792 sq ft","Recent remodel - fresh paints on kitchen and bathroom cabinets, fresh interior paint and quartz countertop in the kitchen and bathroom.  Rare one story home with open floor plan. House located in circ",30.2844007,-97.7490646,https://www.redfin.com/TX/Austin/1907-Robbins-Pl-78705/unit-204/home/184901143,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,1907 Robbins Pl Unit 204, Austin,TX,78705
260,"1821 Spillman St, Austin, TX 78704","$6,900/mo",3 beds,2 baths,"1,691 sq ft",Owner is a Licensed Texas Realtor/Broker. Some photos from previous listing. Home for lease in the highly desirable Mesa Park neighborhood-amazing Austin location! Home is across the street from commu,30.2562691,-97.7696838,https://www.redfin.com/TX/Austin/1821-Spillman-St-78704/home/31205145,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,1821 Spillman St, Austin,TX,78704
261,"1504 Hillmont St, Austin, TX 78704","$4,500/mo",3 beds,2 baths,"1,575 sq ft","Fantastic location in the heart of Westlake in the exemplary Eanes ISD * walking distance to Cedar Creek Elementary, Hill Country Middle School * This 4 BEDROOM home backs to a greenbelt area * Wide-o",30.2607137,-97.7608553,https://www.redfin.com/TX/Austin/1504-Hillmont-St-78704/home/31206447,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,1504 Hillmont St, Austin,TX,78704
262,"911 Kinney Ave, Austin, TX 78704","$3,999/mo",2 beds,2 baths,"1,484 sq ft","Newly updated home available for lease in the Eanes School District. This move-in-ready property is within walking distance of Cedar Creek Elementary, Hill Country Middle School, and Westlake High Sch",30.2577119,-97.7644641,https://www.redfin.com/TX/Austin/911-Kinney-Ave-78704/home/31206544,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,911 Kinney Ave, Austin,TX,78704
263,"2707 Bridle Path, Austin, TX 78703","$3,500/mo",3 beds,2 baths,"1,673 sq ft",$20 will be due each month in addition to tenant's monthly rent to have HVAC filters regularly delivered to their doorstep under the Utility & Maintenance Reduction Program. Cozy 3/2/2 home in Eanes I,30.292375,-97.7720243,https://www.redfin.com/TX/Austin/2707-Bridle-Path-78703/home/31230853,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,2707 Bridle Path, Austin,TX,78703
264,"1815 Brookhaven Dr, Austin, TX 78704","$7,500/mo",4 beds,3 baths,"2,642 sq ft","Welcome to this fantastic townhome located in a gated community in Austin, TX. This 2-bedroom, 2.5-bathroom home offers easy access to a community trail and backs up to natural preserved grounds, prov",30.2588195,-97.7816369,https://www.redfin.com/TX/Austin/1815-Brookhaven-Dr-78704/home/31208068,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,1815 Brookhaven Dr, Austin,TX,78704
265,"1909 Winter Park Rd, Austin, TX 78746","$4,500/mo",4 beds,3.5 baths,"3,606 sq ft","Outstanding home in Eanes ISD on a premier half-acre lot is now available for you to enjoy. 4 bedrooms 2.5 bathrooms, an office, a living room, a formal dining, a storage space. 2 car garage, huge dri",30.2609144,-97.800981,https://www.redfin.com/TX/Austin/1909-Winter-Park-Rd-78746/home/31210759,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1909 Winter Park Rd, Austin,TX,78746
266,"1500 Breezeknoll Cir, Austin, TX 78746","$3,595/mo",3 beds,2 baths,"1,951 sq ft","Perfect location!! House in the prestigious Rollingwood neighborhood! Eanes ISD!! Walk to ACL, Zilker park, the greenbelt, Barton Springs pool... Ride your bike to downtown, restaurants, etc. This hou",30.266514,-97.8017767,https://www.redfin.com/TX/Austin/1500-Breezeknoll-Cir-78746/home/31211108,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,1500 Breezeknoll Cir, Austin,TX,78746
267,"11608 Big Trl, Austin, TX 78759","$2,950/mo",3 beds,2 baths,"1,866 sq ft","Very well-maintained home for lease in prime Westlake location! Numerous upgrades include new hardwood flooring, light fixtures, and fresh paint throughout. Spacious kitchen with stainless steal appli",30.4129189,-97.7402165,https://www.redfin.com/TX/Austin/11608-Big-Trl-78759/home/31926235,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,11608 Big Trl, Austin,TX,78759
268,"3420 Pinnacle Rd, Austin, TX 78746","$3,495/mo",4 beds,2 baths,"1,923 sq ft",Condo in gated community avaiable for lease,30.2706042,-97.8084298,https://www.redfin.com/TX/Austin/3420-Pinnacle-Rd-78746/home/31211836,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,3420 Pinnacle Rd, Austin,TX,78746
269,"3523 Peregrine Falcon Dr, Austin, TX 78746","$4,200/mo",3 beds,2 baths,"1,808 sq ft","One block from Cedar Creek Elementary School, .5 miles to Westlake High School, .5 miles from Hill Country Middle School, 7 minutes to downtown Austin, and minutes from HEB and several restaurants/ret",30.2684163,-97.8119637,https://www.redfin.com/TX/Austin/3523-Peregrine-Falcon-Dr-78746/home/31211860,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,3523 Peregrine Falcon Dr, Austin,TX,78746
270,"3114 Honey Tree Ln, Austin, TX 78746","$4,400/mo",3 beds,2 baths,"1,630 sq ft","Large home sits on 7th street just blocks from Lamar! Very walkable location! Home has original wood floors, large bedrooms, deck off the back and large yard. Available for August!",30.2710557,-97.7993699,https://www.redfin.com/TX/Austin/3114-Honey-Tree-Ln-78746/home/31211978,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,3114 Honey Tree Ln, Austin,TX,78746
271,"1900 Scofield Ridge Pkwy, Austin, TX 78727","$1,975/mo",2 beds,2.5 baths,"1,558 sq ft","Welcome to your urban oasis in Clarksville, where this furnished executive rental not only offers a prime location just on the edge of downtown, but also boasts the very best of what Austin has to off",30.4282351,-97.6841773,https://www.redfin.com/TX/Austin/1900-Scofield-Ridge-Pkwy-78727/home/191263225,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,1900 Scofield Ridge Pkwy, Austin,TX,78727
272,"3019 Honey Tree Ln, Austin, TX 78746","$4,800/mo",4 beds,2.5 baths,"2,551 sq ft","Amazing 3 bedroom, 1 large loft room, 2.5 bathroom house sitting on the border of Austin and Pflugerville. Amenities included: central air, central heat, large concrete patio, dishwasher, hardwood flo",30.2699927,-97.7974015,https://www.redfin.com/TX/Austin/3019-Honey-Tree-Ln-78746/home/31212025,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,3019 Honey Tree Ln, Austin,TX,78746
273,"2604 Rollingwood Dr, Rollingwood, TX 78746","$9,500/mo",4 beds,3 baths,"2,382 sq ft","Totally adorable two-bedroom Clarksville Bungalow! Great open floor plan with updated kitchen with bar seating, dedicated dining room, and large laundry room. Primary suite has super-sized walk-in clo",30.2711515,-97.783749,https://www.redfin.com/TX/Rollingwood/2604-Rollingwood-Dr-78746/home/31212129,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,2604 Rollingwood Dr, Rollingwood,TX,78746
274,"3407 Peregrine Falcon Dr, Austin, TX 78746","$4,000/mo",3 beds,2 baths,"1,877 sq ft","Amazing 4 bedroom, 2.5 bathroom house in West Austin. This house has a great layout and is zoned for Eanes ISD (Forest Trail Elementary, Westridge Middle School, and West Lake High School). It's 3 mil",30.2690581,-97.8091876,https://www.redfin.com/TX/Austin/3407-Peregrine-Falcon-Dr-78746/home/31212708,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,3407 Peregrine Falcon Dr, Austin,TX,78746
275,"12301 Barras Branch Dr, Austin, TX 78748","$2,050/mo",2 beds,2 baths,"1,144 sq ft","Just shy of half an acre and 3,365 sq feet this home has plenty of room for everyone in the highly desirable, Woods of Westlake. The large primary suite features vaulted ceilings, access to a private ",30.1481902,-97.8490176,https://www.redfin.com/TX/Austin/12301-Barras-Branch-Dr-78748/home/191865644,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,12301 Barras Branch Dr, Austin,TX,78748
276,"3509 Pinnacle Rd, Austin, TX 78746","$4,100/mo",3 beds,2 baths,"1,759 sq ft","Cozy and lovely 4 bedroom 2 bathroom 1 story home in a great location. It located right in the HEART of APPLE COUNTRY! Luxury Vinyl Planking throughout! Energy efficient windows, Stainless Appliances,",30.2699174,-97.8095662,https://www.redfin.com/TX/Austin/3509-Pinnacle-Rd-78746/home/31212761,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,3509 Pinnacle Rd, Austin,TX,78746
277,"1106 W 7th St, Austin, TX 78703","$4,000/mo",4 beds,2.5 baths,"2,226 sq ft","Location! Location! Location! Fully renovated! Walk to Westlake High School & West Bank Community Library! 1~3 minutes drive to Hill Country Middle, Cedar Creek Elementary Schools & Trianon Coffee/ Wa",30.2736142,-97.7548771,https://www.redfin.com/TX/Austin/1106-W-7th-St-78703/home/31214790,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,1106 W 7th St, Austin,TX,78703
278,"1007 W 9th St, Austin, TX 78703","$3,950/mo",2 beds,1 bath,"1,057 sq ft","Apply for this rental with RentSpree: https://apply.link/3J8WCiw Property Representative: Michele Ray Eanes Independent school district, walk to Ladybird Lake",30.2738713,-97.7534455,https://www.redfin.com/TX/Austin/1007-W-9th-St-78703/home/31215140,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1007 W 9th St, Austin,TX,78703
279,"1041 Stacias Way, Pflugerville, TX 78660","$2,400/mo",3 beds,2.5 baths,"1,743 sq ft","Furnished home for lease! Discover the timeless elegance of mid-century modern architecture in this exquisite Westlake Hills home, located within the prestigious Eanes ISD. Originally built in 1960 an",30.4407146,-97.658435,https://www.redfin.com/TX/Pflugerville/1041-Stacias-Way-78660/home/31937863,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,1041 Stacias Way, Pflugerville,TX,78660
280,"1011 Blanco St, Austin, TX 78703","$5,000/mo",2 beds,2 baths,"1,360 sq ft",Well-maintained family home in prime South Austin community of Meridian offers high-quality neighborhood living. 4 Bedroom is placed in a great floor plan offers open-kitchen-living concept and one be,30.2765431,-97.7545228,https://www.redfin.com/TX/Austin/1011-Blanco-St-78703/home/31215158,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,1011 Blanco St, Austin,TX,78703
281,"1302 Shannon Oaks Trl, Austin, TX 78746","$6,200/mo",4 beds,2.5 baths,"2,504 sq ft","Wonderful one-story home with 4 bedrooms / 2 bath. Located in Lost Creek, walking distance to Lost creek country club and to the beautiful Barton Creek green belt. This house has a very efficient, ope",30.27745,-97.8208366,https://www.redfin.com/TX/Austin/1302-Shannon-Oaks-Trl-78746/home/31215736,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,1302 Shannon Oaks Trl, Austin,TX,78746
282,"1604 Shannon Oaks Trl, Austin, TX 78746","$7,000/mo",4 beds,4.5 baths,"3,365 sq ft","Beautiful custom home in wonderful Lost Creek neighborhood near parks and the private Westlake Country Club. Westlake Country Club is located in the secluded, beautiful hill country and includes golf,",30.275902,-97.8242968,https://www.redfin.com/TX/Austin/1604-Shannon-Oaks-Trl-78746/home/31215790,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,1604 Shannon Oaks Trl, Austin,TX,78746
283,"12906 Coridan Dr, Austin, TX 78727","$2,195/mo",4 beds,2 baths,"1,493 sq ft","Amazing East Austin home available for rent! Located just minutes from downtown, this home is a rare oasis will being central to everything happening in Austin. Open & bright floor plan - you'll enjoy",30.4374201,-97.7424717,https://www.redfin.com/TX/Austin/12906-Coridan-Dr-78727/home/31573961,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,12906 Coridan Dr, Austin,TX,78727
284,"1101 Silver Hill Dr, Austin, TX 78746","$10,700/mo",5 beds,3.5 baths,"3,254 sq ft","This spacious and upgraded home has it all! Located in the coveted neighborhood of Lost Creek, this home offers a perfect blend of both comfort and luxury. Downstairs features a spacious kitchen and l",30.2755152,-97.8092513,https://www.redfin.com/TX/Austin/1101-Silver-Hill-Dr-78746/home/31215848,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,1101 Silver Hill Dr, Austin,TX,78746
285,"2 Randolph Pl, Austin, TX 78746","$5,300/mo",3 beds,3 baths,"2,500 sq ft",Beautifully updated ONE story on corner lot of premier street in Lost Creek - a country club community plus the acclaimed EANES schools! Open concept kitchen with casual Dining and Family room with we,30.274823,-97.789995,https://www.redfin.com/TX/Austin/2-Randolph-Pl-78746/home/31216040,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,2 Randolph Pl, Austin,TX,78746
286,"427 Ridgewood Rd, West Lake Hills, TX 78746","$7,999/mo",4 beds,3 baths,"2,251 sq ft","Online application at go4rent. All applicants must complete additional pet screening at angelemoyseos.petscreening.com (no cost for ESA/Assistance animals or no pets, $25 for household pets). Fabulous",30.2779691,-97.7902148,https://www.redfin.com/TX/West-Lake-Hills/427-Ridgewood-Rd-78746/home/31216169,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,427 Ridgewood Rd, West Lake Hills,TX,78746
287,"2900 Cole St Unit 208, Austin, TX 78705","$1,550/mo",2 beds,1 bath,785 sq ft,"This 1940s cottage has been carefully restored. Tons of light. Beautiful original hardwood floors. Lots of original detail intact. Great outdoor seating areas. Excellent short term rental, or long ter",30.2878759,-97.7255032,https://www.redfin.com/TX/Austin/2900-Cole-St-78705/unit-208/home/184855123,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,2900 Cole St Unit 208, Austin,TX,78705
288,"7825 Wisteria Valley Dr, Austin, TX 78739","$3,399/mo",4 beds,3 baths,"2,935 sq ft","Nice home close to everything. Walk to Zilker part, grocery store, restaurants, shopping. Four bedrooms and two bath home with hardwood flooring. Fenced front and back yard.",30.1879805,-97.9244059,https://www.redfin.com/TX/Austin/7825-Wisteria-Valley-Dr-78739/home/31149927,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,7825 Wisteria Valley Dr, Austin,TX,78739
289,"6204 Turtle Point Dr, Austin, TX 78746","$4,700/mo",4 beds,2 baths,"2,001 sq ft","Amazing location in the Eanes School District. Quiet neighborhood with large trees.  Very close to downtown, schools, walkability to BeeCaves and WestBank Shopping.  4 Bed/2.5 Bath freshly renovated i",30.2757461,-97.8427573,https://www.redfin.com/TX/Austin/6204-Turtle-Point-Dr-78746/home/31216300,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,6204 Turtle Point Dr, Austin,TX,78746
290,"1903 Port Royal Dr, Austin, TX 78746","$6,999/mo",5 beds,3.5 baths,"3,560 sq ft","Explore this lovely 1-bedroom, 1.5-bathroom townhome situated in the lively 78704 zip code. This updated unit features modern finishes and an open floor plan. As you enter, you are welcomed by a spaci",30.27842,-97.8358817,https://www.redfin.com/TX/Austin/1903-Port-Royal-Dr-78746/home/31216490,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,1903 Port Royal Dr, Austin,TX,78746
291,"2007 Peoples St, Austin, TX 78702","$2,995/mo",2 beds,1 bath,"1,052 sq ft","Set on over an acre in the fully gated The Estates at Barton Creek, this Butterfield & Shores Custom is nestled into a private cul-de-sac offering unparalleled privacy. Step inside to find a two-story",30.267479,-97.7179213,https://www.redfin.com/TX/Austin/2007-Peoples-St-78702/home/31373896,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,2007 Peoples St, Austin,TX,78702
292,"1907 Big Canyon Dr, Austin, TX 78746","$9,500/mo",4 beds,4.5 baths,"3,794 sq ft","Renovated home in desirable Lost Creek. The charming checkerboard tile greets you upon entering. The dining area is to the left, and the living area/office/playroom is to the right, with a barn door. ",30.2794445,-97.8397063,https://www.redfin.com/TX/Austin/1907-Big-Canyon-Dr-78746/home/31216521,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,1907 Big Canyon Dr, Austin,TX,78746
293,"2104 Plumbrook Dr, Austin, TX 78746","$6,000/mo",4 beds,2 baths,"2,325 sq ft","A rarely available Old Enfield gem, this fully updated home is being offered for rent for the first time. Nestled on a tucked away street with no through traffic, this charming 1950's home blends mid-",30.274184,-97.8323501,https://www.redfin.com/TX/Austin/2104-Plumbrook-Dr-78746/home/31216529,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,2104 Plumbrook Dr, Austin,TX,78746
294,"2905 Stratford Dr, Austin, TX 78746","$5,000/mo",4 beds,3 baths,"2,448 sq ft","Tarrytown Classic at 1805 Winsted in Austin, TX. This charming home features 3 bedrooms, 1 bathroom, an enormous back yard with large deck for entertaining, along with a 1 car carport for parking. Ins",30.2816924,-97.7853524,https://www.redfin.com/TX/Austin/2905-Stratford-Dr-78746/home/31220754,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,2905 Stratford Dr, Austin,TX,78746
